Tax Year,Tax code,Agency,Agency Name,Agency Rate,Tax code Rate,Assessment District,Taxing Body Count,Assessment Ratio,Cook County Equalization Factor,Effective Property Tax Rate,Tax Rate Proportion,ETR Share
2013,27002,20180002,General Assistance Oak Park,0.035,13.423,Oak Park,15,9.38,2.6621,3.351789947,0.002607465,0.008739674
2013,27002,20180000,Town Oak Park,0.183,13.423,Oak Park,15,9.38,2.6621,3.351789947,0.013633316,0.045696011
2013,27002,10020000,Forest Preserve District of Cook County,0.069,13.423,Oak Park,15,9.38,2.6621,3.351789947,0.005140431,0.017229644
2013,27002,10010001,Consolidated Elections,0.031,13.423,Oak Park,15,9.38,2.6621,3.351789947,0.002309469,0.007740854
2013,27002,10010000,Cook County,0.56,13.423,Oak Park,15,9.38,2.6621,3.351789947,0.041719437,0.139834789
2013,27001,90010000,Des Plaines Valley Mosquito Abatement Dist,0.016,12.225,Oak Park,14,9.38,2.6621,3.052643381,0.001308793,0.00399528
2013,27001,80180000,Metropolitan Water Reclamation District of Greater Chgo,0.417,12.225,Oak Park,14,9.38,2.6621,3.052643381,0.034110429,0.104126977
2013,27001,50760000,Oak Park Park District,0.633,12.225,Oak Park,14,9.38,2.6621,3.052643381,0.051779141,0.158063252
2013,27001,43020000,Triton Community College District 504,0.325,12.225,Oak Park,14,9.38,2.6621,3.052643381,0.026584867,0.081154119
2013,27001,40580000,School District 97,4.382,12.225,Oak Park,14,9.38,2.6621,3.052643381,0.358445808,1.094207222
2013,27001,30920001,Village of Oak Park Library Fund,0.715,12.225,Oak Park,14,9.38,2.6621,3.052643381,0.058486708,0.178539061
2013,27001,30920000,Village of Oak Park,1.799,12.225,Oak Park,14,9.38,2.6621,3.052643381,0.147157464,0.449219259
2013,27001,20180004,Oak Park Mental Health District,0.109,12.225,Oak Park,14,9.38,2.6621,3.052643381,0.008916155,0.027217843
2013,27001,20180002,General Assistance Oak Park,0.035,12.225,Oak Park,14,9.38,2.6621,3.052643381,0.002862986,0.008739674
2013,27001,20180000,Town Oak Park,0.183,12.225,Oak Park,14,9.38,2.6621,3.052643381,0.014969325,0.045696011
2013,27001,10020000,Forest Preserve District of Cook County,0.069,12.225,Oak Park,14,9.38,2.6621,3.052643381,0.005644172,0.017229644
2013,27001,10010001,Consolidated Elections,0.031,12.225,Oak Park,14,9.38,2.6621,3.052643381,0.002535787,0.007740854
2013,27001,42020000,Consolidated High School 200,2.951,12.225,Oak Park,14,9.38,2.6621,3.052643381,0.241390593,0.736879396
2013,27005,20180004,Oak Park Mental Health District,0.109,13.423,Oak Park,16,9.38,2.6621,3.351789947,0.00812039,0.027217843
2013,27005,30920000,Village of Oak Park,1.799,13.423,Oak Park,16,9.38,2.6621,3.351789947,0.134023691,0.449219259
2013,27005,30920001,Village of Oak Park Library Fund,0.715,13.423,Oak Park,16,9.38,2.6621,3.351789947,0.053266781,0.178539061
2013,27009,40580000,School District 97,4.382,12.225,Oak Park,15,9.38,2.6621,3.052643381,0.358445808,1.094207222
2013,27009,30920502,TIF Village of Oak Park-Madison St Business Cord,0,12.225,Oak Park,15,9.38,2.6621,3.052643381,0,0
2013,27009,30920001,Village of Oak Park Library Fund,0.715,12.225,Oak Park,15,9.38,2.6621,3.052643381,0.058486708,0.178539061
2013,27009,30920000,Village of Oak Park,1.799,12.225,Oak Park,15,9.38,2.6621,3.052643381,0.147157464,0.449219259
2013,27009,20180004,Oak Park Mental Health District,0.109,12.225,Oak Park,15,9.38,2.6621,3.052643381,0.008916155,0.027217843
2013,27009,20180002,General Assistance Oak Park,0.035,12.225,Oak Park,15,9.38,2.6621,3.052643381,0.002862986,0.008739674
2013,27009,20180000,Town Oak Park,0.183,12.225,Oak Park,15,9.38,2.6621,3.052643381,0.014969325,0.045696011
2013,27009,10020000,Forest Preserve District of Cook County,0.069,12.225,Oak Park,15,9.38,2.6621,3.052643381,0.005644172,0.017229644
2013,27009,42020000,Consolidated High School 200,2.951,12.225,Oak Park,15,9.38,2.6621,3.052643381,0.241390593,0.736879396
2013,27009,10010001,Consolidated Elections,0.031,12.225,Oak Park,15,9.38,2.6621,3.052643381,0.002535787,0.007740854
2013,27008,90010000,Des Plaines Valley Mosquito Abatement Dist,0.016,12.225,Oak Park,15,9.38,2.6621,3.052643381,0.001308793,0.00399528
2013,27008,80180000,Metropolitan Water Reclamation District of Greater Chgo,0.417,12.225,Oak Park,15,9.38,2.6621,3.052643381,0.034110429,0.104126977
2013,27008,50760000,Oak Park Park District,0.633,12.225,Oak Park,15,9.38,2.6621,3.052643381,0.051779141,0.158063252
2013,27008,43020000,Triton Community College District 504,0.325,12.225,Oak Park,15,9.38,2.6621,3.052643381,0.026584867,0.081154119
2013,27008,42020000,Consolidated High School 200,2.951,12.225,Oak Park,15,9.38,2.6621,3.052643381,0.241390593,0.736879396
2013,27008,40580000,School District 97,4.382,12.225,Oak Park,15,9.38,2.6621,3.052643381,0.358445808,1.094207222
2013,27008,30920501,TIF Village of Oak Park-Harlem Ave/Garfield Ave,0,12.225,Oak Park,15,9.38,2.6621,3.052643381,0,0
2013,27008,30920001,Village of Oak Park Library Fund,0.715,12.225,Oak Park,15,9.38,2.6621,3.052643381,0.058486708,0.178539061
2013,27009,10010000,Cook County,0.56,12.225,Oak Park,15,9.38,2.6621,3.052643381,0.045807771,0.139834789
2013,27008,30920000,Village of Oak Park,1.799,12.225,Oak Park,15,9.38,2.6621,3.052643381,0.147157464,0.449219259
2013,27009,43020000,Triton Community College District 504,0.325,12.225,Oak Park,15,9.38,2.6621,3.052643381,0.026584867,0.081154119
2013,27009,80180000,Metropolitan Water Reclamation District of Greater Chgo,0.417,12.225,Oak Park,15,9.38,2.6621,3.052643381,0.034110429,0.104126977
2013,27011,10010000,Cook County,0.56,12.225,Oak Park,15,9.38,2.6621,3.052643381,0.045807771,0.139834789
2013,27010,90010000,Des Plaines Valley Mosquito Abatement Dist,0.016,12.225,Oak Park,16,9.38,2.6621,3.052643381,0.001308793,0.00399528
2013,27010,80180000,Metropolitan Water Reclamation District of Greater Chgo,0.417,12.225,Oak Park,16,9.38,2.6621,3.052643381,0.034110429,0.104126977
2013,27010,50760000,Oak Park Park District,0.633,12.225,Oak Park,16,9.38,2.6621,3.052643381,0.051779141,0.158063252
2013,27010,43020000,Triton Community College District 504,0.325,12.225,Oak Park,16,9.38,2.6621,3.052643381,0.026584867,0.081154119
2013,27010,42020000,Consolidated High School 200,2.951,12.225,Oak Park,16,9.38,2.6621,3.052643381,0.241390593,0.736879396
2013,27010,40580000,School District 97,4.382,12.225,Oak Park,16,9.38,2.6621,3.052643381,0.358445808,1.094207222
2013,27010,30920502,TIF Village of Oak Park-Madison St Business Cord,0,12.225,Oak Park,16,9.38,2.6621,3.052643381,0,0
2013,27009,50760000,Oak Park Park District,0.633,12.225,Oak Park,15,9.38,2.6621,3.052643381,0.051779141,0.158063252
2013,27010,30920103,Village of Oak Park Special Service Area 4,0,12.225,Oak Park,16,9.38,2.6621,3.052643381,0,0
2013,27010,30920000,Village of Oak Park,1.799,12.225,Oak Park,16,9.38,2.6621,3.052643381,0.147157464,0.449219259
2013,27010,20180004,Oak Park Mental Health District,0.109,12.225,Oak Park,16,9.38,2.6621,3.052643381,0.008916155,0.027217843
2013,27010,20180002,General Assistance Oak Park,0.035,12.225,Oak Park,16,9.38,2.6621,3.052643381,0.002862986,0.008739674
2013,27010,20180000,Town Oak Park,0.183,12.225,Oak Park,16,9.38,2.6621,3.052643381,0.014969325,0.045696011
2013,27010,10020000,Forest Preserve District of Cook County,0.069,12.225,Oak Park,16,9.38,2.6621,3.052643381,0.005644172,0.017229644
2013,27010,10010001,Consolidated Elections,0.031,12.225,Oak Park,16,9.38,2.6621,3.052643381,0.002535787,0.007740854
2013,27010,10010000,Cook County,0.56,12.225,Oak Park,16,9.38,2.6621,3.052643381,0.045807771,0.139834789
2013,27009,90010000,Des Plaines Valley Mosquito Abatement Dist,0.016,12.225,Oak Park,15,9.38,2.6621,3.052643381,0.001308793,0.00399528
2013,27010,30920001,Village of Oak Park Library Fund,0.715,12.225,Oak Park,16,9.38,2.6621,3.052643381,0.058486708,0.178539061
2013,27008,20180004,Oak Park Mental Health District,0.109,12.225,Oak Park,15,9.38,2.6621,3.052643381,0.008916155,0.027217843
2013,27008,20180002,General Assistance Oak Park,0.035,12.225,Oak Park,15,9.38,2.6621,3.052643381,0.002862986,0.008739674
2013,27008,20180000,Town Oak Park,0.183,12.225,Oak Park,15,9.38,2.6621,3.052643381,0.014969325,0.045696011
2013,27006,40580000,School District 97,4.382,12.225,Oak Park,15,9.38,2.6621,3.052643381,0.358445808,1.094207222
2013,27006,30920102,Village of Oak Park Special Service Area 3,0,12.225,Oak Park,15,9.38,2.6621,3.052643381,0,0
2013,27006,30920001,Village of Oak Park Library Fund,0.715,12.225,Oak Park,15,9.38,2.6621,3.052643381,0.058486708,0.178539061
2013,27006,30920000,Village of Oak Park,1.799,12.225,Oak Park,15,9.38,2.6621,3.052643381,0.147157464,0.449219259
2013,27006,20180004,Oak Park Mental Health District,0.109,12.225,Oak Park,15,9.38,2.6621,3.052643381,0.008916155,0.027217843
2013,27006,20180002,General Assistance Oak Park,0.035,12.225,Oak Park,15,9.38,2.6621,3.052643381,0.002862986,0.008739674
2013,27006,20180000,Town Oak Park,0.183,12.225,Oak Park,15,9.38,2.6621,3.052643381,0.014969325,0.045696011
2013,27006,10020000,Forest Preserve District of Cook County,0.069,12.225,Oak Park,15,9.38,2.6621,3.052643381,0.005644172,0.017229644
2013,27006,42020000,Consolidated High School 200,2.951,12.225,Oak Park,15,9.38,2.6621,3.052643381,0.241390593,0.736879396
2013,27006,10010001,Consolidated Elections,0.031,12.225,Oak Park,15,9.38,2.6621,3.052643381,0.002535787,0.007740854
2013,27005,90010000,Des Plaines Valley Mosquito Abatement Dist,0.016,13.423,Oak Park,16,9.38,2.6621,3.351789947,0.001191984,0.00399528
2013,27005,80180000,Metropolitan Water Reclamation District of Greater Chgo,0.417,13.423,Oak Park,16,9.38,2.6621,3.351789947,0.031066081,0.104126977
2013,27005,50760000,Oak Park Park District,0.633,13.423,Oak Park,16,9.38,2.6621,3.351789947,0.047157863,0.158063252
2013,27005,43020000,Triton Community College District 504,0.325,13.423,Oak Park,16,9.38,2.6621,3.351789947,0.024212173,0.081154119
2013,27005,42020000,Consolidated High School 200,2.951,13.423,Oak Park,16,9.38,2.6621,3.351789947,0.219846532,0.736879396
2013,27005,40580000,School District 97,4.382,13.423,Oak Park,16,9.38,2.6621,3.351789947,0.326454593,1.094207222
2013,27005,30920500,TIF Village of Oak Park-Greater Mall Area,0,13.423,Oak Park,16,9.38,2.6621,3.351789947,0,0
2013,27005,30920100,Village of Oak Park Special Services Area 1,1.198,13.423,Oak Park,16,9.38,2.6621,3.351789947,0.089249795,0.299146566
2013,27006,10010000,Cook County,0.56,12.225,Oak Park,15,9.38,2.6621,3.052643381,0.045807771,0.139834789
2013,27006,43020000,Triton Community College District 504,0.325,12.225,Oak Park,15,9.38,2.6621,3.052643381,0.026584867,0.081154119
2013,27006,50760000,Oak Park Park District,0.633,12.225,Oak Park,15,9.38,2.6621,3.052643381,0.051779141,0.158063252
2013,27006,80180000,Metropolitan Water Reclamation District of Greater Chgo,0.417,12.225,Oak Park,15,9.38,2.6621,3.052643381,0.034110429,0.104126977
2013,27008,10020000,Forest Preserve District of Cook County,0.069,12.225,Oak Park,15,9.38,2.6621,3.052643381,0.005644172,0.017229644
2013,27008,10010001,Consolidated Elections,0.031,12.225,Oak Park,15,9.38,2.6621,3.052643381,0.002535787,0.007740854
2013,27008,10010000,Cook County,0.56,12.225,Oak Park,15,9.38,2.6621,3.052643381,0.045807771,0.139834789
2013,27007,90010000,Des Plaines Valley Mosquito Abatement Dist,0.016,12.225,Oak Park,15,9.38,2.6621,3.052643381,0.001308793,0.00399528
2013,27007,80180000,Metropolitan Water Reclamation District of Greater Chgo,0.417,12.225,Oak Park,15,9.38,2.6621,3.052643381,0.034110429,0.104126977
2013,27007,50760000,Oak Park Park District,0.633,12.225,Oak Park,15,9.38,2.6621,3.052643381,0.051779141,0.158063252
2013,27007,43020000,Triton Community College District 504,0.325,12.225,Oak Park,15,9.38,2.6621,3.052643381,0.026584867,0.081154119
2013,27007,42020000,Consolidated High School 200,2.951,12.225,Oak Park,15,9.38,2.6621,3.052643381,0.241390593,0.736879396
2013,27007,40580000,School District 97,4.382,12.225,Oak Park,15,9.38,2.6621,3.052643381,0.358445808,1.094207222
2013,27007,30920103,Village of Oak Park Special Service Area 4,0,12.225,Oak Park,15,9.38,2.6621,3.052643381,0,0
2013,27007,30920001,Village of Oak Park Library Fund,0.715,12.225,Oak Park,15,9.38,2.6621,3.052643381,0.058486708,0.178539061
2013,27007,30920000,Village of Oak Park,1.799,12.225,Oak Park,15,9.38,2.6621,3.052643381,0.147157464,0.449219259
2013,27007,20180004,Oak Park Mental Health District,0.109,12.225,Oak Park,15,9.38,2.6621,3.052643381,0.008916155,0.027217843
2013,27007,20180002,General Assistance Oak Park,0.035,12.225,Oak Park,15,9.38,2.6621,3.052643381,0.002862986,0.008739674
2013,27007,20180000,Town Oak Park,0.183,12.225,Oak Park,15,9.38,2.6621,3.052643381,0.014969325,0.045696011
2013,27007,10020000,Forest Preserve District of Cook County,0.069,12.225,Oak Park,15,9.38,2.6621,3.052643381,0.005644172,0.017229644
2013,27007,10010001,Consolidated Elections,0.031,12.225,Oak Park,15,9.38,2.6621,3.052643381,0.002535787,0.007740854
2013,27007,10010000,Cook County,0.56,12.225,Oak Park,15,9.38,2.6621,3.052643381,0.045807771,0.139834789
2013,27006,90010000,Des Plaines Valley Mosquito Abatement Dist,0.016,12.225,Oak Park,15,9.38,2.6621,3.052643381,0.001308793,0.00399528
2014,27002,30920100,Village of Oak Park Special Services Area 1,1.892,14.188,Oak Park,15,8.7,2.7253,3.363990407,0.133352129,0.448595281
2014,27002,40580000,School District 97,4.403,14.188,Oak Park,15,8.7,2.7253,3.363990407,0.310332676,1.043956143
2014,27002,42020000,Consolidated High School 200,2.924,14.188,Oak Park,15,8.7,2.7253,3.363990407,0.206089653,0.693283616
2014,27002,43020000,Triton Community College District 504,0.336,14.188,Oak Park,15,8.7,2.7253,3.363990407,0.023681985,0.07966597
2014,27002,50760000,Oak Park Park District,0.639,14.188,Oak Park,15,8.7,2.7253,3.363990407,0.04503806,0.151507603
2014,27002,80180000,Metropolitan Water Reclamation District of Greater Chgo,0.43,14.188,Oak Park,15,8.7,2.7253,3.363990407,0.030307302,0.101953473
2014,27002,90010000,Des Plaines Valley Mosquito Abatement Dist,0.016,14.188,Oak Park,15,8.7,2.7253,3.363990407,0.001127714,0.003793618
2014,27003,10010000,Cook County,0.568,12.296,Oak Park,15,8.7,2.7253,2.915395126,0.046193884,0.134673425
2014,27002,30920001,Village of Oak Park Library Fund,0.739,14.188,Oak Park,15,8.7,2.7253,3.363990407,0.05208627,0.175217713
2014,27003,10010001,Consolidated Elections,0,12.296,Oak Park,15,8.7,2.7253,2.915395126,0,0
2014,27003,20180000,Town Oak Park,0.188,12.296,Oak Park,15,8.7,2.7253,2.915395126,0.015289525,0.044575007
2014,27003,20180002,General Assistance Oak Park,0.035,12.296,Oak Park,15,8.7,2.7253,2.915395126,0.002846454,0.008298539
2014,27003,20180004,Oak Park Mental Health District,0.108,12.296,Oak Park,15,8.7,2.7253,2.915395126,0.008783344,0.025606919
2014,27003,30920000,Village of Oak Park,1.841,12.296,Oak Park,15,8.7,2.7253,2.915395126,0.149723487,0.436503125
2014,27003,30920001,Village of Oak Park Library Fund,0.739,12.296,Oak Park,15,8.7,2.7253,2.915395126,0.060100846,0.175217713
2014,27003,30920101,Village of Oak Park Special Service Area 2,0,12.296,Oak Park,15,8.7,2.7253,2.915395126,0,0
2014,27003,40580000,School District 97,4.403,12.296,Oak Park,15,8.7,2.7253,2.915395126,0.35808393,1.043956143
2014,27003,42020000,Consolidated High School 200,2.924,12.296,Oak Park,15,8.7,2.7253,2.915395126,0.237800911,0.693283616
2014,27003,10020000,Forest Preserve District of Cook County,0.069,12.296,Oak Park,15,8.7,2.7253,2.915395126,0.005611581,0.016359976
2014,27002,30920000,Village of Oak Park,1.841,14.188,Oak Park,15,8.7,2.7253,3.363990407,0.129757542,0.436503125
2014,27002,20180004,Oak Park Mental Health District,0.108,14.188,Oak Park,15,8.7,2.7253,3.363990407,0.007612067,0.025606919
2014,27002,20180002,General Assistance Oak Park,0.035,14.188,Oak Park,15,8.7,2.7253,3.363990407,0.002466873,0.008298539
2014,27001,10010000,Cook County,0.568,12.296,Oak Park,14,8.7,2.7253,2.915395126,0.046193884,0.134673425
2014,27001,10010001,Consolidated Elections,0,12.296,Oak Park,14,8.7,2.7253,2.915395126,0,0
2014,27001,10020000,Forest Preserve District of Cook County,0.069,12.296,Oak Park,14,8.7,2.7253,2.915395126,0.005611581,0.016359976
2014,27001,20180000,Town Oak Park,0.188,12.296,Oak Park,14,8.7,2.7253,2.915395126,0.015289525,0.044575007
2014,27001,20180002,General Assistance Oak Park,0.035,12.296,Oak Park,14,8.7,2.7253,2.915395126,0.002846454,0.008298539
2014,27001,20180004,Oak Park Mental Health District,0.108,12.296,Oak Park,14,8.7,2.7253,2.915395126,0.008783344,0.025606919
2014,27001,30920000,Village of Oak Park,1.841,12.296,Oak Park,14,8.7,2.7253,2.915395126,0.149723487,0.436503125
2014,27001,30920001,Village of Oak Park Library Fund,0.739,12.296,Oak Park,14,8.7,2.7253,2.915395126,0.060100846,0.175217713
2014,27001,40580000,School District 97,4.403,12.296,Oak Park,14,8.7,2.7253,2.915395126,0.35808393,1.043956143
2014,27001,42020000,Consolidated High School 200,2.924,12.296,Oak Park,14,8.7,2.7253,2.915395126,0.237800911,0.693283616
2014,27001,43020000,Triton Community College District 504,0.336,12.296,Oak Park,14,8.7,2.7253,2.915395126,0.02732596,0.07966597
2014,27001,50760000,Oak Park Park District,0.639,12.296,Oak Park,14,8.7,2.7253,2.915395126,0.05196812,0.151507603
2014,27001,80180000,Metropolitan Water Reclamation District of Greater Chgo,0.43,12.296,Oak Park,14,8.7,2.7253,2.915395126,0.034970722,0.101953473
2014,27001,90010000,Des Plaines Valley Mosquito Abatement Dist,0.016,12.296,Oak Park,14,8.7,2.7253,2.915395126,0.001301236,0.003793618
2014,27002,10010000,Cook County,0.568,14.188,Oak Park,15,8.7,2.7253,3.363990407,0.040033831,0.134673425
2014,27002,10010001,Consolidated Elections,0,14.188,Oak Park,15,8.7,2.7253,3.363990407,0,0
2014,27002,10020000,Forest Preserve District of Cook County,0.069,14.188,Oak Park,15,8.7,2.7253,3.363990407,0.004863265,0.016359976
2014,27002,20180000,Town Oak Park,0.188,14.188,Oak Park,15,8.7,2.7253,3.363990407,0.013250634,0.044575007
2014,27003,43020000,Triton Community College District 504,0.336,12.296,Oak Park,15,8.7,2.7253,2.915395126,0.02732596,0.07966597
2014,27003,50760000,Oak Park Park District,0.639,12.296,Oak Park,15,8.7,2.7253,2.915395126,0.05196812,0.151507603
2014,27003,80180000,Metropolitan Water Reclamation District of Greater Chgo,0.43,12.296,Oak Park,15,8.7,2.7253,2.915395126,0.034970722,0.101953473
2014,27003,90010000,Des Plaines Valley Mosquito Abatement Dist,0.016,12.296,Oak Park,15,8.7,2.7253,2.915395126,0.001301236,0.003793618
2014,27005,30920100,Village of Oak Park Special Services Area 1,1.892,14.188,Oak Park,16,8.7,2.7253,3.363990407,0.133352129,0.448595281
2014,27005,30920500,TIF Village of Oak Park-Greater Mall Area,0,14.188,Oak Park,16,8.7,2.7253,3.363990407,0,0
2014,27005,40580000,School District 97,4.403,14.188,Oak Park,16,8.7,2.7253,3.363990407,0.310332676,1.043956143
2014,27005,42020000,Consolidated High School 200,2.924,14.188,Oak Park,16,8.7,2.7253,3.363990407,0.206089653,0.693283616
2014,27005,43020000,Triton Community College District 504,0.336,14.188,Oak Park,16,8.7,2.7253,3.363990407,0.023681985,0.07966597
