Tax Year,Tax code,Agency,Agency Name,Agency Rate,Tax code Rate,Assessment District,Taxing Body Count,Assessment Ratio,Cook County Equalization Factor,Effective Property Tax Rate,Tax Rate Proportion,ETR Share
2012,27009,30920000,Village of Oak Park,1.563,11.596,Oak Park,15,10.12,2.8056,3.292414245,0.134787858,0.443777463
2012,27009,30920001,Village of Oak Park Library Fund,0.641,11.596,Oak Park,15,10.12,2.8056,3.292414245,0.055277682,0.181997028
2012,27009,30920502,TIF Village of Oak Park-Madison St Business Cord,0,11.596,Oak Park,15,10.12,2.8056,3.292414245,0,0
2012,27009,40580000,School District 97,4.016,11.596,Oak Park,15,10.12,2.8056,3.292414245,0.346326319,1.140249708
2012,27009,42020000,Consolidated High School 200,3.252,11.596,Oak Park,15,10.12,2.8056,3.292414245,0.280441532,0.923329693
2012,27012,20180004,Oak Park Mental Health District,0.101,11.596,Oak Park,15,10.12,2.8056,3.292414245,0.0087099,0.028676599
2012,27009,43020000,Triton Community College District 504,0.269,11.596,Oak Park,15,10.12,2.8056,3.292414245,0.023197654,0.076376288
2012,27009,80180000,Metropolitan Water Reclamation District of Greater Chgo,0.37,11.596,Oak Park,15,10.12,2.8056,3.292414245,0.031907554,0.105052886
2012,27009,90010000,Des Plaines Valley Mosquito Abatement Dist,0.015,11.596,Oak Park,15,10.12,2.8056,3.292414245,0.001293549,0.004258901
2012,27010,10010000,Cook County,0.531,11.596,Oak Park,16,10.12,2.8056,3.292414245,0.045791652,0.150765088
2012,27010,10010001,Consolidated Elections,0,11.596,Oak Park,16,10.12,2.8056,3.292414245,0,0
2012,27010,10020000,Forest Preserve District of Cook County,0.063,11.596,Oak Park,16,10.12,2.8056,3.292414245,0.005432908,0.017887383
2012,27010,20180000,Town Oak Park,0.164,11.596,Oak Park,16,10.12,2.8056,3.292414245,0.014142808,0.046563982
2012,27010,20180002,General Assistance Oak Park,0.032,11.596,Oak Park,16,10.12,2.8056,3.292414245,0.002759572,0.009085655
2012,27010,20180004,Oak Park Mental Health District,0.101,11.596,Oak Park,16,10.12,2.8056,3.292414245,0.0087099,0.028676599
2012,27010,30920000,Village of Oak Park,1.563,11.596,Oak Park,16,10.12,2.8056,3.292414245,0.134787858,0.443777463
2012,27010,30920001,Village of Oak Park Library Fund,0.641,11.596,Oak Park,16,10.12,2.8056,3.292414245,0.055277682,0.181997028
2012,27010,30920103,Village of Oak Park Special Service Area 4,0,11.596,Oak Park,16,10.12,2.8056,3.292414245,0,0
2012,27009,50760000,Oak Park Park District,0.579,11.596,Oak Park,15,10.12,2.8056,3.292414245,0.049931011,0.164393571
2012,27012,30920000,Village of Oak Park,1.563,11.596,Oak Park,15,10.12,2.8056,3.292414245,0.134787858,0.443777463
2012,27012,30920001,Village of Oak Park Library Fund,0.641,11.596,Oak Park,15,10.12,2.8056,3.292414245,0.055277682,0.181997028
2012,27012,30920105,Village of Oak Park Special Service Area 6,0,11.596,Oak Park,15,10.12,2.8056,3.292414245,0,0
2012,27008,90010000,Des Plaines Valley Mosquito Abatement Dist,0.015,11.596,Oak Park,15,10.12,2.8056,3.292414245,0.001293549,0.004258901
2012,27012,40580000,School District 97,4.016,11.596,Oak Park,15,10.12,2.8056,3.292414245,0.346326319,1.140249708
2012,27012,42020000,Consolidated High School 200,3.252,11.596,Oak Park,15,10.12,2.8056,3.292414245,0.280441532,0.923329693
2012,27012,43020000,Triton Community College District 504,0.269,11.596,Oak Park,15,10.12,2.8056,3.292414245,0.023197654,0.076376288
2012,27012,50760000,Oak Park Park District,0.579,11.596,Oak Park,15,10.12,2.8056,3.292414245,0.049931011,0.164393571
2012,27012,80180000,Metropolitan Water Reclamation District of Greater Chgo,0.37,11.596,Oak Park,15,10.12,2.8056,3.292414245,0.031907554,0.105052886
2012,27012,90010000,Des Plaines Valley Mosquito Abatement Dist,0.015,11.596,Oak Park,15,10.12,2.8056,3.292414245,0.001293549,0.004258901
2012,27008,80180000,Metropolitan Water Reclamation District of Greater Chgo,0.37,11.596,Oak Park,15,10.12,2.8056,3.292414245,0.031907554,0.105052886
2012,27008,50760000,Oak Park Park District,0.579,11.596,Oak Park,15,10.12,2.8056,3.292414245,0.049931011,0.164393571
2012,27008,43020000,Triton Community College District 504,0.269,11.596,Oak Park,15,10.12,2.8056,3.292414245,0.023197654,0.076376288
2012,27003,30920001,Village of Oak Park Library Fund,0.641,11.596,Oak Park,15,10.12,2.8056,3.292414245,0.055277682,0.181997028
2012,27003,30920101,Village of Oak Park Special Service Area 2,0,11.596,Oak Park,15,10.12,2.8056,3.292414245,0,0
2012,27003,40580000,School District 97,4.016,11.596,Oak Park,15,10.12,2.8056,3.292414245,0.346326319,1.140249708
2012,27003,42020000,Consolidated High School 200,3.252,11.596,Oak Park,15,10.12,2.8056,3.292414245,0.280441532,0.923329693
2012,27003,43020000,Triton Community College District 504,0.269,11.596,Oak Park,15,10.12,2.8056,3.292414245,0.023197654,0.076376288
2012,27003,50760000,Oak Park Park District,0.579,11.596,Oak Park,15,10.12,2.8056,3.292414245,0.049931011,0.164393571
2012,27003,80180000,Metropolitan Water Reclamation District of Greater Chgo,0.37,11.596,Oak Park,15,10.12,2.8056,3.292414245,0.031907554,0.105052886
2012,27003,90010000,Des Plaines Valley Mosquito Abatement Dist,0.015,11.596,Oak Park,15,10.12,2.8056,3.292414245,0.001293549,0.004258901
2012,27004,10010000,Cook County,0.531,11.596,Oak Park,15,10.12,2.8056,3.292414245,0.045791652,0.150765088
2012,27004,10010001,Consolidated Elections,0,11.596,Oak Park,15,10.12,2.8056,3.292414245,0,0
2012,27004,10020000,Forest Preserve District of Cook County,0.063,11.596,Oak Park,15,10.12,2.8056,3.292414245,0.005432908,0.017887383
2012,27003,30920000,Village of Oak Park,1.563,11.596,Oak Park,15,10.12,2.8056,3.292414245,0.134787858,0.443777463
2012,27004,20180000,Town Oak Park,0.164,11.596,Oak Park,15,10.12,2.8056,3.292414245,0.014142808,0.046563982
2012,27004,20180004,Oak Park Mental Health District,0.101,11.596,Oak Park,15,10.12,2.8056,3.292414245,0.0087099,0.028676599
2012,27004,30920000,Village of Oak Park,1.563,11.596,Oak Park,15,10.12,2.8056,3.292414245,0.134787858,0.443777463
2012,27004,30920001,Village of Oak Park Library Fund,0.641,11.596,Oak Park,15,10.12,2.8056,3.292414245,0.055277682,0.181997028
2012,27004,30920500,TIF Village of Oak Park-Greater Mall Area,0,11.596,Oak Park,15,10.12,2.8056,3.292414245,0,0
2012,27004,40580000,School District 97,4.016,11.596,Oak Park,15,10.12,2.8056,3.292414245,0.346326319,1.140249708
2012,27004,42020000,Consolidated High School 200,3.252,11.596,Oak Park,15,10.12,2.8056,3.292414245,0.280441532,0.923329693
2012,27004,43020000,Triton Community College District 504,0.269,11.596,Oak Park,15,10.12,2.8056,3.292414245,0.023197654,0.076376288
2012,27004,50760000,Oak Park Park District,0.579,11.596,Oak Park,15,10.12,2.8056,3.292414245,0.049931011,0.164393571
2012,27004,80180000,Metropolitan Water Reclamation District of Greater Chgo,0.37,11.596,Oak Park,15,10.12,2.8056,3.292414245,0.031907554,0.105052886
2012,27004,90010000,Des Plaines Valley Mosquito Abatement Dist,0.015,11.596,Oak Park,15,10.12,2.8056,3.292414245,0.001293549,0.004258901
2012,27005,10010000,Cook County,0.531,11.933,Oak Park,16,10.12,2.8056,3.38809755,0.04449845,0.150765088
2012,27004,20180002,General Assistance Oak Park,0.032,11.596,Oak Park,15,10.12,2.8056,3.292414245,0.002759572,0.009085655
2012,27005,10010001,Consolidated Elections,0,11.933,Oak Park,16,10.12,2.8056,3.38809755,0,0
2012,27003,20180004,Oak Park Mental Health District,0.101,11.596,Oak Park,15,10.12,2.8056,3.292414245,0.0087099,0.028676599
2012,27003,20180000,Town Oak Park,0.164,11.596,Oak Park,15,10.12,2.8056,3.292414245,0.014142808,0.046563982
2012,27001,40580000,School District 97,4.016,11.596,Oak Park,14,10.12,2.8056,3.292414245,0.346326319,1.140249708
2012,27001,42020000,Consolidated High School 200,3.252,11.596,Oak Park,14,10.12,2.8056,3.292414245,0.280441532,0.923329693
2012,27001,43020000,Triton Community College District 504,0.269,11.596,Oak Park,14,10.12,2.8056,3.292414245,0.023197654,0.076376288
2012,27001,50760000,Oak Park Park District,0.579,11.596,Oak Park,14,10.12,2.8056,3.292414245,0.049931011,0.164393571
2012,27001,80180000,Metropolitan Water Reclamation District of Greater Chgo,0.37,11.596,Oak Park,14,10.12,2.8056,3.292414245,0.031907554,0.105052886
2012,27001,90010000,Des Plaines Valley Mosquito Abatement Dist,0.015,11.596,Oak Park,14,10.12,2.8056,3.292414245,0.001293549,0.004258901
2012,27002,10010000,Cook County,0.531,11.933,Oak Park,15,10.12,2.8056,3.38809755,0.04449845,0.150765088
2012,27002,10010001,Consolidated Elections,0,11.933,Oak Park,15,10.12,2.8056,3.38809755,0,0
2012,27002,10020000,Forest Preserve District of Cook County,0.063,11.933,Oak Park,15,10.12,2.8056,3.38809755,0.005279477,0.017887383
2012,27002,20180000,Town Oak Park,0.164,11.933,Oak Park,15,10.12,2.8056,3.38809755,0.013743401,0.046563982
2012,27002,20180002,General Assistance Oak Park,0.032,11.933,Oak Park,15,10.12,2.8056,3.38809755,0.002681639,0.009085655
2012,27003,20180002,General Assistance Oak Park,0.032,11.596,Oak Park,15,10.12,2.8056,3.292414245,0.002759572,0.009085655
2012,27002,20180004,Oak Park Mental Health District,0.101,11.933,Oak Park,15,10.12,2.8056,3.38809755,0.008463924,0.028676599
2012,27002,30920001,Village of Oak Park Library Fund,0.641,11.933,Oak Park,15,10.12,2.8056,3.38809755,0.053716584,0.181997028
2012,27002,30920100,Village of Oak Park Special Services Area 1,0.337,11.933,Oak Park,15,10.12,2.8056,3.38809755,0.028241012,0.095683305
2012,27002,40580000,School District 97,4.016,11.933,Oak Park,15,10.12,2.8056,3.38809755,0.336545714,1.140249708
2012,27002,42020000,Consolidated High School 200,3.252,11.933,Oak Park,15,10.12,2.8056,3.38809755,0.272521579,0.923329693
2012,27002,43020000,Triton Community College District 504,0.269,11.933,Oak Park,15,10.12,2.8056,3.38809755,0.022542529,0.076376288
2012,27002,50760000,Oak Park Park District,0.579,11.933,Oak Park,15,10.12,2.8056,3.38809755,0.048520908,0.164393571
2012,27002,80180000,Metropolitan Water Reclamation District of Greater Chgo,0.37,11.933,Oak Park,15,10.12,2.8056,3.38809755,0.031006453,0.105052886
2012,27002,90010000,Des Plaines Valley Mosquito Abatement Dist,0.015,11.933,Oak Park,15,10.12,2.8056,3.38809755,0.001257018,0.004258901
2012,27003,10010000,Cook County,0.531,11.596,Oak Park,15,10.12,2.8056,3.292414245,0.045791652,0.150765088
2012,27003,10010001,Consolidated Elections,0,11.596,Oak Park,15,10.12,2.8056,3.292414245,0,0
2012,27003,10020000,Forest Preserve District of Cook County,0.063,11.596,Oak Park,15,10.12,2.8056,3.292414245,0.005432908,0.017887383
2012,27002,30920000,Village of Oak Park,1.563,11.933,Oak Park,15,10.12,2.8056,3.38809755,0.130981312,0.443777463
2012,27001,30920000,Village of Oak Park,1.563,11.596,Oak Park,14,10.12,2.8056,3.292414245,0.134787858,0.443777463
2012,27005,10020000,Forest Preserve District of Cook County,0.063,11.933,Oak Park,16,10.12,2.8056,3.38809755,0.005279477,0.017887383
2012,27005,20180002,General Assistance Oak Park,0.032,11.933,Oak Park,16,10.12,2.8056,3.38809755,0.002681639,0.009085655
2012,27007,10020000,Forest Preserve District of Cook County,0.063,11.596,Oak Park,15,10.12,2.8056,3.292414245,0.005432908,0.017887383
2012,27007,20180000,Town Oak Park,0.164,11.596,Oak Park,15,10.12,2.8056,3.292414245,0.014142808,0.046563982
2012,27007,20180002,General Assistance Oak Park,0.032,11.596,Oak Park,15,10.12,2.8056,3.292414245,0.002759572,0.009085655
2012,27007,20180004,Oak Park Mental Health District,0.101,11.596,Oak Park,15,10.12,2.8056,3.292414245,0.0087099,0.028676599
2012,27007,30920000,Village of Oak Park,1.563,11.596,Oak Park,15,10.12,2.8056,3.292414245,0.134787858,0.443777463
2012,27007,30920001,Village of Oak Park Library Fund,0.641,11.596,Oak Park,15,10.12,2.8056,3.292414245,0.055277682,0.181997028
2012,27007,30920103,Village of Oak Park Special Service Area 4,0,11.596,Oak Park,15,10.12,2.8056,3.292414245,0,0
2012,27007,40580000,School District 97,4.016,11.596,Oak Park,15,10.12,2.8056,3.292414245,0.346326319,1.140249708
2012,27007,42020000,Consolidated High School 200,3.252,11.596,Oak Park,15,10.12,2.8056,3.292414245,0.280441532,0.923329693
2012,27007,43020000,Triton Community College District 504,0.269,11.596,Oak Park,15,10.12,2.8056,3.292414245,0.023197654,0.076376288
2012,27007,50760000,Oak Park Park District,0.579,11.596,Oak Park,15,10.12,2.8056,3.292414245,0.049931011,0.164393571
2012,27007,10010001,Consolidated Elections,0,11.596,Oak Park,15,10.12,2.8056,3.292414245,0,0
2012,27007,80180000,Metropolitan Water Reclamation District of Greater Chgo,0.37,11.596,Oak Park,15,10.12,2.8056,3.292414245,0.031907554,0.105052886
2012,27008,10010000,Cook County,0.531,11.596,Oak Park,15,10.12,2.8056,3.292414245,0.045791652,0.150765088
2012,27008,10010001,Consolidated Elections,0,11.596,Oak Park,15,10.12,2.8056,3.292414245,0,0
2012,27008,10020000,Forest Preserve District of Cook County,0.063,11.596,Oak Park,15,10.12,2.8056,3.292414245,0.005432908,0.017887383
2012,27008,20180000,Town Oak Park,0.164,11.596,Oak Park,15,10.12,2.8056,3.292414245,0.014142808,0.046563982
2012,27008,20180002,General Assistance Oak Park,0.032,11.596,Oak Park,15,10.12,2.8056,3.292414245,0.002759572,0.009085655
2012,27008,20180004,Oak Park Mental Health District,0.101,11.596,Oak Park,15,10.12,2.8056,3.292414245,0.0087099,0.028676599
2012,27008,30920000,Village of Oak Park,1.563,11.596,Oak Park,15,10.12,2.8056,3.292414245,0.134787858,0.443777463
2012,27008,30920001,Village of Oak Park Library Fund,0.641,11.596,Oak Park,15,10.12,2.8056,3.292414245,0.055277682,0.181997028
2012,27008,30920501,TIF Village of Oak Park-Harlem Ave/Garfield Ave,0,11.596,Oak Park,15,10.12,2.8056,3.292414245,0,0
2012,27008,40580000,School District 97,4.016,11.596,Oak Park,15,10.12,2.8056,3.292414245,0.346326319,1.140249708
2012,27008,42020000,Consolidated High School 200,3.252,11.596,Oak Park,15,10.12,2.8056,3.292414245,0.280441532,0.923329693
2012,27007,90010000,Des Plaines Valley Mosquito Abatement Dist,0.015,11.596,Oak Park,15,10.12,2.8056,3.292414245,0.001293549,0.004258901
2012,27005,20180000,Town Oak Park,0.164,11.933,Oak Park,16,10.12,2.8056,3.38809755,0.013743401,0.046563982
2012,27007,10010000,Cook County,0.531,11.596,Oak Park,15,10.12,2.8056,3.292414245,0.045791652,0.150765088
2012,27006,80180000,Metropolitan Water Reclamation District of Greater Chgo,0.37,11.596,Oak Park,15,10.12,2.8056,3.292414245,0.031907554,0.105052886
2012,27005,20180004,Oak Park Mental Health District,0.101,11.933,Oak Park,16,10.12,2.8056,3.38809755,0.008463924,0.028676599
2012,27005,30920000,Village of Oak Park,1.563,11.933,Oak Park,16,10.12,2.8056,3.38809755,0.130981312,0.443777463
2012,27005,30920001,Village of Oak Park Library Fund,0.641,11.933,Oak Park,16,10.12,2.8056,3.38809755,0.053716584,0.181997028
2012,27005,30920100,Village of Oak Park Special Services Area 1,0.337,11.933,Oak Park,16,10.12,2.8056,3.38809755,0.028241012,0.095683305
2012,27005,30920500,TIF Village of Oak Park-Greater Mall Area,0,11.933,Oak Park,16,10.12,2.8056,3.38809755,0,0
2012,27005,40580000,School District 97,4.016,11.933,Oak Park,16,10.12,2.8056,3.38809755,0.336545714,1.140249708
2012,27005,42020000,Consolidated High School 200,3.252,11.933,Oak Park,16,10.12,2.8056,3.38809755,0.272521579,0.923329693
2012,27005,43020000,Triton Community College District 504,0.269,11.933,Oak Park,16,10.12,2.8056,3.38809755,0.022542529,0.076376288
2012,27005,50760000,Oak Park Park District,0.579,11.933,Oak Park,16,10.12,2.8056,3.38809755,0.048520908,0.164393571
2012,27005,80180000,Metropolitan Water Reclamation District of Greater Chgo,0.37,11.933,Oak Park,16,10.12,2.8056,3.38809755,0.031006453,0.105052886
2012,27005,90010000,Des Plaines Valley Mosquito Abatement Dist,0.015,11.933,Oak Park,16,10.12,2.8056,3.38809755,0.001257018,0.004258901
2012,27006,90010000,Des Plaines Valley Mosquito Abatement Dist,0.015,11.596,Oak Park,15,10.12,2.8056,3.292414245,0.001293549,0.004258901
2012,27006,10010000,Cook County,0.531,11.596,Oak Park,15,10.12,2.8056,3.292414245,0.045791652,0.150765088
2012,27006,10020000,Forest Preserve District of Cook County,0.063,11.596,Oak Park,15,10.12,2.8056,3.292414245,0.005432908,0.017887383
2012,27006,20180000,Town Oak Park,0.164,11.596,Oak Park,15,10.12,2.8056,3.292414245,0.014142808,0.046563982
2012,27006,20180002,General Assistance Oak Park,0.032,11.596,Oak Park,15,10.12,2.8056,3.292414245,0.002759572,0.009085655
2012,27006,20180004,Oak Park Mental Health District,0.101,11.596,Oak Park,15,10.12,2.8056,3.292414245,0.0087099,0.028676599
2012,27006,30920000,Village of Oak Park,1.563,11.596,Oak Park,15,10.12,2.8056,3.292414245,0.134787858,0.443777463
2012,27006,30920001,Village of Oak Park Library Fund,0.641,11.596,Oak Park,15,10.12,2.8056,3.292414245,0.055277682,0.181997028
2012,27006,30920102,Village of Oak Park Special Service Area 3,0,11.596,Oak Park,15,10.12,2.8056,3.292414245,0,0
2012,27006,40580000,School District 97,4.016,11.596,Oak Park,15,10.12,2.8056,3.292414245,0.346326319,1.140249708
2012,27006,42020000,Consolidated High School 200,3.252,11.596,Oak Park,15,10.12,2.8056,3.292414245,0.280441532,0.923329693
2012,27006,43020000,Triton Community College District 504,0.269,11.596,Oak Park,15,10.12,2.8056,3.292414245,0.023197654,0.076376288
2012,27006,50760000,Oak Park Park District,0.579,11.596,Oak Park,15,10.12,2.8056,3.292414245,0.049931011,0.164393571
2012,27006,10010001,Consolidated Elections,0,11.596,Oak Park,15,10.12,2.8056,3.292414245,0,0
2013,27012,30920001,Village of Oak Park Library Fund,0.715,12.225,Oak Park,15,9.38,2.6621,3.052643381,0.058486708,0.178539061
2013,27012,30920000,Village of Oak Park,1.799,12.225,Oak Park,15,9.38,2.6621,3.052643381,0.147157464,0.449219259
2013,27012,20180004,Oak Park Mental Health District,0.109,12.225,Oak Park,15,9.38,2.6621,3.052643381,0.008916155,0.027217843
2013,27012,20180002,General Assistance Oak Park,0.035,12.225,Oak Park,15,9.38,2.6621,3.052643381,0.002862986,0.008739674
2013,27012,20180000,Town Oak Park,0.183,12.225,Oak Park,15,9.38,2.6621,3.052643381,0.014969325,0.045696011
2013,27012,10020000,Forest Preserve District of Cook County,0.069,12.225,Oak Park,15,9.38,2.6621,3.052643381,0.005644172,0.017229644
2013,27012,10010001,Consolidated Elections,0.031,12.225,Oak Park,15,9.38,2.6621,3.052643381,0.002535787,0.007740854
2013,27012,10010000,Cook County,0.56,12.225,Oak Park,15,9.38,2.6621,3.052643381,0.045807771,0.139834789
2013,27012,30920105,Village of Oak Park Special Service Area 6,0,12.225,Oak Park,15,9.38,2.6621,3.052643381,0,0
2013,27011,90010000,Des Plaines Valley Mosquito Abatement Dist,0.016,12.225,Oak Park,15,9.38,2.6621,3.052643381,0.001308793,0.00399528
2013,27011,50760000,Oak Park Park District,0.633,12.225,Oak Park,15,9.38,2.6621,3.052643381,0.051779141,0.158063252
2013,27011,43020000,Triton Community College District 504,0.325,12.225,Oak Park,15,9.38,2.6621,3.052643381,0.026584867,0.081154119
2013,27011,42020000,Consolidated High School 200,2.951,12.225,Oak Park,15,9.38,2.6621,3.052643381,0.241390593,0.736879396
2013,27011,40580000,School District 97,4.382,12.225,Oak Park,15,9.38,2.6621,3.052643381,0.358445808,1.094207222
2013,27011,30920104,Village of Oak Park Special Service Area 5,0,12.225,Oak Park,15,9.38,2.6621,3.052643381,0,0
2013,27011,30920001,Village of Oak Park Library Fund,0.715,12.225,Oak Park,15,9.38,2.6621,3.052643381,0.058486708,0.178539061
2013,27011,30920000,Village of Oak Park,1.799,12.225,Oak Park,15,9.38,2.6621,3.052643381,0.147157464,0.449219259
2013,27011,20180004,Oak Park Mental Health District,0.109,12.225,Oak Park,15,9.38,2.6621,3.052643381,0.008916155,0.027217843
2013,27011,80180000,Metropolitan Water Reclamation District of Greater Chgo,0.417,12.225,Oak Park,15,9.38,2.6621,3.052643381,0.034110429,0.104126977
2013,27012,40580000,School District 97,4.382,12.225,Oak Park,15,9.38,2.6621,3.052643381,0.358445808,1.094207222
2013,27012,43020000,Triton Community College District 504,0.325,12.225,Oak Park,15,9.38,2.6621,3.052643381,0.026584867,0.081154119
2013,27012,42020000,Consolidated High School 200,2.951,12.225,Oak Park,15,9.38,2.6621,3.052643381,0.241390593,0.736879396
2013,27012,90010000,Des Plaines Valley Mosquito Abatement Dist,0.016,12.225,Oak Park,15,9.38,2.6621,3.052643381,0.001308793,0.00399528
2013,27012,80180000,Metropolitan Water Reclamation District of Greater Chgo,0.417,12.225,Oak Park,15,9.38,2.6621,3.052643381,0.034110429,0.104126977
2013,27012,50760000,Oak Park Park District,0.633,12.225,Oak Park,15,9.38,2.6621,3.052643381,0.051779141,0.158063252
2013,27011,20180002,General Assistance Oak Park,0.035,12.225,Oak Park,15,9.38,2.6621,3.052643381,0.002862986,0.008739674
2013,27011,20180000,Town Oak Park,0.183,12.225,Oak Park,15,9.38,2.6621,3.052643381,0.014969325,0.045696011
2013,27011,10020000,Forest Preserve District of Cook County,0.069,12.225,Oak Park,15,9.38,2.6621,3.052643381,0.005644172,0.017229644
2013,27011,10010001,Consolidated Elections,0.031,12.225,Oak Park,15,9.38,2.6621,3.052643381,0.002535787,0.007740854
2013,27003,43020000,Triton Community College District 504,0.325,12.225,Oak Park,15,9.38,2.6621,3.052643381,0.026584867,0.081154119
2013,27003,42020000,Consolidated High School 200,2.951,12.225,Oak Park,15,9.38,2.6621,3.052643381,0.241390593,0.736879396
2013,27003,40580000,School District 97,4.382,12.225,Oak Park,15,9.38,2.6621,3.052643381,0.358445808,1.094207222
2013,27003,30920101,Village of Oak Park Special Service Area 2,0,12.225,Oak Park,15,9.38,2.6621,3.052643381,0,0
2013,27003,30920001,Village of Oak Park Library Fund,0.715,12.225,Oak Park,15,9.38,2.6621,3.052643381,0.058486708,0.178539061
2013,27003,30920000,Village of Oak Park,1.799,12.225,Oak Park,15,9.38,2.6621,3.052643381,0.147157464,0.449219259
2013,27003,20180004,Oak Park Mental Health District,0.109,12.225,Oak Park,15,9.38,2.6621,3.052643381,0.008916155,0.027217843
2013,27003,20180002,General Assistance Oak Park,0.035,12.225,Oak Park,15,9.38,2.6621,3.052643381,0.002862986,0.008739674
2013,27003,50760000,Oak Park Park District,0.633,12.225,Oak Park,15,9.38,2.6621,3.052643381,0.051779141,0.158063252
2013,27003,20180000,Town Oak Park,0.183,12.225,Oak Park,15,9.38,2.6621,3.052643381,0.014969325,0.045696011
2013,27003,10010001,Consolidated Elections,0.031,12.225,Oak Park,15,9.38,2.6621,3.052643381,0.002535787,0.007740854
2013,27003,10010000,Cook County,0.56,12.225,Oak Park,15,9.38,2.6621,3.052643381,0.045807771,0.139834789
2013,27002,90010000,Des Plaines Valley Mosquito Abatement Dist,0.016,13.423,Oak Park,15,9.38,2.6621,3.351789947,0.001191984,0.00399528
2013,27002,80180000,Metropolitan Water Reclamation District of Greater Chgo,0.417,13.423,Oak Park,15,9.38,2.6621,3.351789947,0.031066081,0.104126977
2013,27002,50760000,Oak Park Park District,0.633,13.423,Oak Park,15,9.38,2.6621,3.351789947,0.047157863,0.158063252
2013,27002,43020000,Triton Community College District 504,0.325,13.423,Oak Park,15,9.38,2.6621,3.351789947,0.024212173,0.081154119
2013,27002,42020000,Consolidated High School 200,2.951,13.423,Oak Park,15,9.38,2.6621,3.351789947,0.219846532,0.736879396
2013,27002,40580000,School District 97,4.382,13.423,Oak Park,15,9.38,2.6621,3.351789947,0.326454593,1.094207222
2013,27003,10020000,Forest Preserve District of Cook County,0.069,12.225,Oak Park,15,9.38,2.6621,3.052643381,0.005644172,0.017229644
2013,27002,30920100,Village of Oak Park Special Services Area 1,1.198,13.423,Oak Park,15,9.38,2.6621,3.351789947,0.089249795,0.299146566
2013,27003,80180000,Metropolitan Water Reclamation District of Greater Chgo,0.417,12.225,Oak Park,15,9.38,2.6621,3.052643381,0.034110429,0.104126977
2013,27004,10010000,Cook County,0.56,12.225,Oak Park,15,9.38,2.6621,3.052643381,0.045807771,0.139834789
2013,27005,20180000,Town Oak Park,0.183,13.423,Oak Park,16,9.38,2.6621,3.351789947,0.013633316,0.045696011
2013,27005,10020000,Forest Preserve District of Cook County,0.069,13.423,Oak Park,16,9.38,2.6621,3.351789947,0.005140431,0.017229644
2013,27005,10010001,Consolidated Elections,0.031,13.423,Oak Park,16,9.38,2.6621,3.351789947,0.002309469,0.007740854
2013,27005,10010000,Cook County,0.56,13.423,Oak Park,16,9.38,2.6621,3.351789947,0.041719437,0.139834789
2013,27004,90010000,Des Plaines Valley Mosquito Abatement Dist,0.016,12.225,Oak Park,15,9.38,2.6621,3.052643381,0.001308793,0.00399528
2013,27004,80180000,Metropolitan Water Reclamation District of Greater Chgo,0.417,12.225,Oak Park,15,9.38,2.6621,3.052643381,0.034110429,0.104126977
2013,27004,50760000,Oak Park Park District,0.633,12.225,Oak Park,15,9.38,2.6621,3.052643381,0.051779141,0.158063252
2013,27004,43020000,Triton Community College District 504,0.325,12.225,Oak Park,15,9.38,2.6621,3.052643381,0.026584867,0.081154119
2013,27003,90010000,Des Plaines Valley Mosquito Abatement Dist,0.016,12.225,Oak Park,15,9.38,2.6621,3.052643381,0.001308793,0.00399528
2013,27004,42020000,Consolidated High School 200,2.951,12.225,Oak Park,15,9.38,2.6621,3.052643381,0.241390593,0.736879396
2013,27004,30920500,TIF Village of Oak Park-Greater Mall Area,0,12.225,Oak Park,15,9.38,2.6621,3.052643381,0,0
2013,27004,30920001,Village of Oak Park Library Fund,0.715,12.225,Oak Park,15,9.38,2.6621,3.052643381,0.058486708,0.178539061
2013,27004,30920000,Village of Oak Park,1.799,12.225,Oak Park,15,9.38,2.6621,3.052643381,0.147157464,0.449219259
2013,27004,20180004,Oak Park Mental Health District,0.109,12.225,Oak Park,15,9.38,2.6621,3.052643381,0.008916155,0.027217843
2013,27004,20180002,General Assistance Oak Park,0.035,12.225,Oak Park,15,9.38,2.6621,3.052643381,0.002862986,0.008739674
2013,27004,20180000,Town Oak Park,0.183,12.225,Oak Park,15,9.38,2.6621,3.052643381,0.014969325,0.045696011
2013,27004,10020000,Forest Preserve District of Cook County,0.069,12.225,Oak Park,15,9.38,2.6621,3.052643381,0.005644172,0.017229644
2013,27004,10010001,Consolidated Elections,0.031,12.225,Oak Park,15,9.38,2.6621,3.052643381,0.002535787,0.007740854
2013,27004,40580000,School District 97,4.382,12.225,Oak Park,15,9.38,2.6621,3.052643381,0.358445808,1.094207222
2013,27005,20180002,General Assistance Oak Park,0.035,13.423,Oak Park,16,9.38,2.6621,3.351789947,0.002607465,0.008739674
2013,27002,30920001,Village of Oak Park Library Fund,0.715,13.423,Oak Park,15,9.38,2.6621,3.351789947,0.053266781,0.178539061
2013,27002,20180004,Oak Park Mental Health District,0.109,13.423,Oak Park,15,9.38,2.6621,3.351789947,0.00812039,0.027217843
2013,27002,30920000,Village of Oak Park,1.799,13.423,Oak Park,15,9.38,2.6621,3.351789947,0.134023691,0.449219259
2013,27001,10010000,Cook County,0.56,12.225,Oak Park,14,9.38,2.6621,3.052643381,0.045807771,0.139834789
